0;3500
0,1;3500
0,2;3500
0,3;3500
0,4;3500
0,5;3500
0,6;3500
0,7;3500
0,8;3500
0,9;3500
1;4283
1,1;5763
1,2;5506
1,3;5519
1,4;5295
1,5;6191
1,6;5965
1,7;5585
1,8;5399
1,9;5357
2;5696
2,1;5335
2,2;7025
2,3;6703
2,4;7895
2,5;8426
2,6;9144
2,7;9310
2,8;9532
2,9;9737
3;9953
3,1;9754
3,2;9878
3,3;9678
3,4;9630
3,5;9282
3,6;9062
3,7;8878
3,8;8676
3,9;8064
4;8042
4,1;8410
4,2;8827
4,3;9305
4,4;9669
4,5;9889
4,6;8910
4,7;6709
4,8;8033
4,9;7528
5;8306
5,1;8018
5,2;8335
5,3;8582
5,4;8869
5,5;9114
5,6;9165
5,7;9260
5,8;9460
5,9;9713
6;9666
6,1;9508
6,2;8656
6,3;8486
6,4;8244
6,5;7680
6,6;7301
6,7;6954
6,8;6568
6,9;6153
7;6003
7,1;5424
7,2;5118
7,3;4932
7,4;4386
7,5;4106
7,6;3653
7,7;3301
7,8;2934
7,9;2637
8;3271
8,1;4042
8,2;4758
8,3;4697
8,4;4819
8,5;5152
8,6;5500
8,7;5426
8,8;5545
8,9;5586
9;5530
9,1;6200
9,2;6180
9,3;6911
9,4;7102
9,5;7630
9,6;7880
9,7;7935
9,8;8216
9,9;8856
10;9298
10,1;9549
10,2;9741
10,3;10396
10,4;10542
10,5;9702
10,6;9981
10,7;10330
10,8;10147
10,9;9831
11;7304
11,1;7959
11,2;8680
11,3;8488
11,4;8727
11,5;8856
11,6;9081
11,7;9000
11,8;8854
11,9;7892
12;7636
12,1;7450
12,2;7419
12,3;7341
12,4;7212
12,5;7282
12,6;7321
12,7;7235
12,8;7340
12,9;6997
13;6668
13,1;6321
13,2;6134
13,3;6121
13,4;6013
13,5;5955
13,6;6165
13,7;6244
13,8;5939
13,9;5927
14;6052
14,1;5963
14,2;5884
14,3;5702
14,4;5888
14,5;5656
14,6;6038
14,7;6076
14,8;6131
14,9;6084
15;6489
15,1;6455
15,2;6812
15,3;6376
15,4;6979
15,5;7420
15,6;7649
15,7;7700
15,8;8125
15,9;7899
16;8023
16,1;8045
16,2;8419
16,3;8678
16,4;8832
16,5;8557
16,6;8459
16,7;8510
16,8;8754
16,9;9178
17;8953
17,1;8898
17,2;9177
17,3;9305
17,4;9088
17,5;9146
17,6;8456
17,7;8172
17,8;7899
17,9;7669
18;7725
18,1;7665
18,2;7993
18,3;7816
18,4;7988
18,5;7838
18,6;7529
18,7;7144
18,8;6808
18,9;6301
19;6202
19,1;5567
19,2;4884
19,3;4310
19,4;4373
19,5;4894
19,6;5684
19,7;6108
19,8;6584
19,9;6861
20;6459
20,1;6504
20,2;6578
20,3;6556
20,4;6898
20,5;7343
20,6;7396
20,7;7381
20,8;7707
20,9;8389
21;8936
21,1;9096
21,2;9331
21,3;9276
21,4;9601
21,5;9456
21,6;8409
21,7;8169
21,8;7747
21,9;7434
22;7390
22,1;7017
22,2;6724
22,3;6578
22,4;7234
22,5;7341
22,6;7252
22,7;7352
22,8;7954
22,9;7950
23;7908
23,1;7820
23,2;7575
23,3;7228
23,4;7374
23,5;7976
23,6;7796
23,7;7774
23,8;8215
23,9;8612
24;8695
24,1;8609
24,2;8257
24,3;7892
24,4;7692
24,5;8003
24,6;8209
24,7;7934
24,8;7996
24,9;8061
25;8089
25,1;8364
25,2;8360
25,3;8413
25,4;8104
25,5;7676
25,6;7295
25,7;7621
25,8;8710
25,9;8605
26;8927
26,1;8839
26,2;8910
26,3;9422
26,4;9789
26,5;10094
26,6;10452
26,7;9364
26,8;7434
26,9;8087
27;7930
27,1;8356
27,2;8498
27,3;8485
27,4;8482
27,5;8365
27,6;8101
27,7;8113
27,8;8181
27,9;8269
28;8333
28,1;8250
28,2;8098
28,3;8093
28,4;8040
28,5;7945
28,6;7994
28,7;8014
28,8;8001
28,9;8124
29;7967
29,1;8000
29,2;7862
29,3;7951
29,4;8089
29,5;8050
29,6;7506
29,7;7066
29,8;7023
29,9;7500
30;7538
30,1;7631
30,2;7727
30,3;7781
30,4;7633
30,5;7216
30,6;7593
30,7;7562
30,8;7060
30,9;6680
31;6315
31,1;6495
31,2;6070
31,3;5373
31,4;4965
31,5;5721
31,6;7308
31,7;7642
31,8;7322
31,9;7458
32;7552
32,1;7189
32,2;6827
32,3;6161
32,4;5858
32,5;5198
32,6;4741
32,7;4504
32,8;4819
32,9;4858
33;5686
33,1;5361
33,2;5841
33,3;6160
33,4;6235
33,5;7400
33,6;7631
33,7;7520
33,8;7459
33,9;7875
34;7755
34,1;8133
34,2;8575
34,3;8900
34,4;9316
34,5;9615
34,6;9110
34,7;7714
34,8;6492
34,9;7928
35;7360
35,1;7985
35,2;8009
35,3;8265
35,4;8298
35,5;8542
35,6;8694
35,7;9064
35,8;8607
35,9;7576
36;6654
36,1;6441
36,2;6407
36,3;6238
36,4;6176
36,5;6118
36,6;6068
36,7;6095
36,8;6700
36,9;7533
37;7688
37,1;7645
37,2;7254
37,3;6760
37,4;6055
37,5;5596
37,6;5289
37,7;5419
37,8;5439
37,9;5564
38;5794
38,1;5473
38,2;5886
38,3;6004
38,4;6129
38,5;6239
38,6;6390
38,7;6285
38,8;7101
38,9;7589
39;7129
39,1;7355
39,2;7709
39,3;8484
39,4;8857
39,5;9007
39,6;8982
39,7;9014
39,8;9528
39,9;9816
40;9955
40,1;10171
40,2;8539
40,3;6856
40,4;8935
40,5;7971
40,6;7945
40,7;7676
40,8;7887
40,9;7446
41;7143
41,1;6875
41,2;6430
41,3;6150
41,4;5913
41,5;5948
41,6;6167
41,7;6347
41,8;5896
41,9;6039
42;6134
42,1;5955
42,2;5861
42,3;5548
42,4;5342
42,5;4994
42,6;5327
42,7;5951
42,8;5829
42,9;6188
43;6635
43,1;6179
43,2;5775
43,3;5145
43,4;4728
43,5;4828
43,6;5782
43,7;5950
43,8;5980
43,9;6971
44;7043
44,1;6841
44,2;7106
44,3;7650
44,4;8125
44,5;8514
44,6;8840
44,7;8769
44,8;7777
44,9;7346
45;6349
45,1;5429
45,2;5221
45,3;4806
45,4;5089
45,5;5839
45,6;6315
45,7;5986
45,8;5916
45,9;5900
46;5707
46,1;5542
46,2;5580
46,3;5483
46,4;5957
46,5;6370
46,6;7033
46,7;7475
46,8;7536
46,9;7210
47;7856
47,1;8523
47,2;7868
47,3;7518
47,4;7828
47,5;7966
47,6;8349
47,7;8177
47,8;8600
47,9;8236
48;7781
48,1;7358
48,2;7574
48,3;8485
48,4;8639
48,5;8329
48,6;8117
48,7;8650
48,8;9095
48,9;9223
49;9811
49,1;9569
49,2;9786
49,3;8813
49,4;8449
49,5;8126
49,6;7628
49,7;7636
49,8;7401
49,9;7127
50;7354
50,1;7601
50,2;6734
50,3;6583
50,4;6376
50,5;6387
50,6;6630
50,7;6712
50,8;6191
50,9;5817
51;5860
51,1;5730
51,2;6096
51,3;6615
51,4;6568
51,5;6612
51,6;6645
51,7;7125
51,8;6891
51,9;6185
52;6058
52,1;6057
52,2;6236
52,3;6435
52,4;7036
52,5;7308
52,6;7776
52,7;7961
52,8;8258
52,9;8741
53;8817
53,1;8746
53,2;9019
53,3;9150
53,4;9462
53,5;9672
53,6;9976
53,7;9439
53,8;7144
53,9;7478
54;8279
54,1;8141
54,2;8393
54,3;8551
54,4;8742
54,5;9113
54,6;9104
54,7;9394
54,8;9593
54,9;9678
55;9810
55,1;9981
55,2;10092
55,3;9985
55,4;9873
55,5;8910
55,6;8201
55,7;7971
55,8;8043
55,9;7660
56;7016
56,1;6016
56,2;5625
56,3;6004
56,4;6108
56,5;6025
56,6;5757
56,7;5601
56,8;5304
56,9;5391
57;5269
57,1;5138
57,2;5145
57,3;5208
57,4;5505
57,5;5386
57,6;5977
57,7;6004
57,8;6462
57,9;6212
58;6376
58,1;6415
58,2;6879
58,3;6956
58,4;7071
58,5;7411
58,6;7898
58,7;7882
58,8;8131
58,9;8472
59;8572
59,1;8738
59,2;8757
59,3;8886
59,4;8973
59,5;9338
59,6;9580
59,7;9786
59,8;9883
59,9;9951
60;9696
60,1;8337
60,2;7037
60,3;8453
60,4;7944
60,5;7891
60,6;8042
60,7;8238
60,8;7860
60,9;7214
61;7264
61,1;6881
61,2;6710
61,3;6571
61,4;6344
61,5;6101
61,6;5937
61,7;5753
61,8;5500
61,9;5276
62;4857
